id	iast	burmese	es	en	flag
79408	tejokasiṇa	(က) တေဇောကသိုဏ်း (အကြွင်းမဲ့ အလုံးစုံ-ဖြန့်-ပွါးစေ-အပ်သော မီး။ (ခ) တေဇောကသိုဏ်း၌ထင်သော-ဥဂ္ဂဟ-ပဋိဘာဂ-နိမိတ်။ «S1» (ဂ) တေဇောကသိုဏ်းလျှင် အာရုံရှိသော (ဈာန်)။	(a) *tejokasiṇa* (el fuego extendido / desarrollado entera y completamente, sin resto). (b) el *uggaha* / *paṭibhāga* *nimitta* que aparece en el *tejokasiṇa*. Véase también [[āpokasiṇa]]. (c) (*jhāna*) que tiene como objeto el *tejokasiṇa*.	(a) *tejokasiṇa* (fire extended / developed entirely and completely, without remainder). (b) the *uggaha* / *paṭibhāga* *nimitta* appearing in the *tejokasiṇa*. See also [[āpokasiṇa]]. (c) (*jhāna*) having the *tejokasiṇa* as object.	Closing bracket missing in source after (a); supplied.
79419	tejodīpa	တေဇောဒီပအမည်ရှိသော (ထေရ်)။ မူရင်းကြည့်ပါ။	(*thera*) llamado *tejodīpa*. Véase el original.	(*thera*) named *tejodīpa*. See the original.	Source note 'မူရင်းကြည့်ပါ' (see the original).
79420	tejodhātu	(၁) တေဇော-ဓာတ်၊ ထက်မြက်-ရင့်ကျက်-လောင်မြိုက်-စေတတ်သော သဘော (ပူမှု,အေးမှုသဘော)။ (က) အဇ္ဈတ္တိက-တေဇော-ဓာတ် (ကိုယ်တွင်း၌ ဖြစ်သော ပူမှု,အေးမှုသဘော)။ (ခဝ သန္တပ္ပနတေဇော-ဓာတ် (ရက်ချန်ဖျား-စသည်ကို ဖြစ်စေတတ်သော ပကတိကိုယ်ငွေ့ထက် လွန်ကဲသော ကိုယ်ပူမှုသဘော)။ (ဂ) ဇိရဏတေဇော-ဓာတ် (အရွယ်အိုစေမှုသဘော)။ (ဃ) ဒါဟ-တေဇော-ဓာတ် (ယပ်လေခတ်ရလောက်အောင် ကိုယ်ကို ပူလောင်စေမှု သဘော)။ (င) ပါစက (ကမ္မဇ) တေဇော-ဓာတ် (အစာကျေ ကျက်စေမှုသဘော,ဝမ်းမီး)။ (စ) ဗာဟိရ-တေဇောဓာတ် (ပြင်ပ၌ ဖြစ်သော ပူမှု,အေးမှုသဘော)။ (ဆ) ထင်းမီး၌တည်သော သဘော။ (ဇ) ကောက်ရိုးမီး၌ တည်သော သဘော။ (ဈ) မြက်မီး၌တည်သော သဘော။ (ည) နွားချေးမီး၌ တည်သော သဘော။ (ဋ) ဖွဲ့မီး၌ တည်သော သဘော (ဌ) တံမြက်ချေးစုမီး၌ တည်သော သဘော။ (ဍ) မိုးကြိုးမီး၌တည်သော သဘော။ (ဎ) မီးလျှံ-မီးကျီး-တို့၏ ပူမှုသဘော။ (ဏ) နေဗိမာန်၏ပူမှုသဘော။ (တ) သစ်သားစုမှဖြစ်သော ပူမှုသဘော။ (ထ) မြက်စုမှ ဖြစ်သော ပူမှုသဘော။ (ဒ) စပါးစုမှဖြစ်သော ပူမှုသဘော။ (ဓ) ဥစ္စာ 'ဘဏ္ဍာ'စုမှဖြစ်သော ပူမှုသဘော။ (န) နိဇ္ဈာမတဏှိက-စသော ပြိတ္တာတို့၏ ခံတွင်းမှ ထွက်သောမီး၌ တည်သော သဘော။ (ပ) ကမ္ဘာဖျက်မီး၌တည်သော သဘော။ (ဖ) (မီးတောက်-မီးလျှံ-ထွက်သော) ငရဲမီး-အဝီစိငရဲမီး-၌ တည်သော သဘော။ (၂) တေဇောကသိုဏ်းနိမိတ်လျှင် အာရုံရှိသော-ဈာန်-သမာပတ်။	(1) el elemento *tejo*; la naturaleza que suele hacer agudo / madurar / quemar (la naturaleza del calor, del frío). (a) el elemento *ajjhattika* *tejo* (la naturaleza del calor, del frío que se da dentro del cuerpo). (b) el elemento *santappanatejo* (la naturaleza del calor del cuerpo que excede el calor corporal normal y suele producir la fiebre ‹ရက်ချန်› y demás). (c) el elemento *jiraṇatejo* (la naturaleza que hace envejecer). (d) el elemento *dāha* *tejo* (la naturaleza que hace arder el cuerpo hasta el punto de necesitar abanicarse). (e) el elemento *pācaka* (*kammaja*) *tejo* (la naturaleza que hace digerir el alimento, el fuego del vientre). (f) el elemento *bāhira* *tejo* (la naturaleza del calor, del frío que se da fuera). (g) la naturaleza que está en el fuego de leña. (h) la naturaleza que está en el fuego de paja. (i) la naturaleza que está en el fuego de hierba. (j) la naturaleza que está en el fuego de estiércol de vaca. (k) la naturaleza que está en el fuego de cascarilla. (l) la naturaleza que está en el fuego de barreduras. (m) la naturaleza que está en el fuego del rayo. (n) la naturaleza del calor de la llama / de las brasas. (o) la naturaleza del calor del palacio del sol. (p) la naturaleza del calor que surge de un montón de madera. (q) la naturaleza del calor que surge de un montón de hierba. (r) la naturaleza del calor que surge de un montón de grano. (s) la naturaleza del calor que surge de un montón de bienes ‘*bhaṇḍā*’. (t) la naturaleza que está en el fuego que sale de la boca de los *peta* como los *nijjhāmataṇhika* y demás. (u) la naturaleza que está en el fuego que destruye el eón. (v) la naturaleza que está en el fuego del infierno / el fuego del infierno *avīci* (que despide llamaradas / llamas). (2) el *jhāna* / la *samāpatti* que tiene como objeto el *tejokasiṇanimitta*.	(1) the *tejo* element; the nature apt to make sharp / ripen / burn (the nature of heat, of cold). (a) the *ajjhattika* *tejo* element (the nature of heat, of cold occurring inside the body). (b) the *santappanatejo* element (the nature of bodily heat exceeding normal body warmth, apt to produce ‹ရက်ချန်› fever and so on). (c) the *jiraṇatejo* element (the nature that causes ageing). (d) the *dāha* *tejo* element (the nature that makes the body burn so that one needs to be fanned). (e) the *pācaka* (*kammaja*) *tejo* element (the nature that makes food digest, the fire of the belly). (f) the *bāhira* *tejo* element (the nature of heat, of cold occurring outside). (g) the nature present in a firewood fire. (h) the nature present in a straw fire. (i) the nature present in a grass fire. (j) the nature present in a cow-dung fire. (k) the nature present in a husk fire. (l) the nature present in a sweepings fire. (m) the nature present in a lightning fire. (n) the nature of the heat of flame / of embers. (o) the nature of the heat of the sun's palace. (p) the nature of heat arising from a heap of wood. (q) the nature of heat arising from a heap of grass. (r) the nature of heat arising from a heap of grain. (s) the nature of heat arising from a heap of goods ‘*bhaṇḍā*’. (t) the nature present in the fire issuing from the mouths of *peta* such as the *nijjhāmataṇhika* and so on. (u) the nature present in the fire that destroys the aeon. (v) the nature present in hell fire / the fire of the *avīci* hell (sending out blazes / flames). (2) the *jhāna* / *samāpatti* having the *tejokasiṇanimitta* as object.	(ခဝ read as (ခ). ရက်ချန်ဖျား (a kind of fever) left in Burmese.
79440	tejosaṁvaṭṭadassana	ကမ္ဘာမီးလောင်းပုံကို ပြခြင်း။	el mostrar cómo arde el eón.	showing how the aeon burns.	ကမ္ဘာမီးလောင်းပုံ read as ကမ္ဘာမီးလောင်ပုံ.
79443	tejosabhāvapaṭikkhepa	တေဇောဓာတ်၏ ပူလောင်ခြင်းသဘောကို ပယ်ခြင်း။	el rechazar la naturaleza ardiente del elemento *tejo*.	rejecting the burning nature of the *tejo* element.	ပယ် here means 'reject / refute' (paṭikkhepa): rendered rechazar / reject, not abandonar.
79449	tetālīsa	၄၃-ခုတို့၏ ပြည့်ကြောင်းဖြစ်သော၊ ၄၃-ခုမြောက်ဖြစ်သော (ကမ္ဘာ-စသည်)။	que completa los 43; que es el 43.º (eón y demás).	completing the 43; being the 43rd (aeon and so on).	Burmese gives an ordinal (43rd) for the cardinal-looking tetālīsa; rendered as written.
79450	tettiṁsa	သုံးဆယ့်သုံး၊ ၃၃-ပါး-ခု-ယောက်-သော။	treinta y tres; que son 33 (entidades / cosas / personas).	thirty-three; numbering 33 (entities / things / persons).	ပါး-ခု-ယောက် are Burmese numeral classifiers (for venerable beings or categories / things / persons).
79453	tettiṁsakumbha	၃၃-ခုသော (ဆင်) ဦးကင်း။	33 protuberancias frontales (de elefante).	33 frontal globes (of elephants).	ဦးကင်း read as the frontal globes of the elephant's head (kumbha).
79458	tettiṁsati	သုံးဆယ့်သုံး၊ ၃၃-ပါး-ခု-ယောက်-သော။ «S1»	treinta y tres; que son 33 (entidades / cosas / personas). Véase [[tettiṁsatima]].	thirty-three; numbering 33 (entities / things / persons). See [[tettiṁsatima]].	ပါး-ခု-ယောက် are Burmese numeral classifiers (for venerable beings or categories / things / persons).
79471	tena	(၁) တိုက်တွန်း၏။ (၂) ထို့...ကြောင့်။ မူရင်းကြည့်ပါ။ «S1»	(1) exhorta. (2) por eso… Véase el original. Véase también [[tenahi]] (3).	(1) urges. (2) therefore… See the original. See also [[tenahi]] (3).	Source note 'မူရင်းကြည့်ပါ' (see the original); (2) ထို့...ကြောင့် has an ellipsis in the source.
79476	tennavaṁpallarāyara	တေန္နဝံပလ္လရာယရ-အမည်ရှိသော (ဒမိဠ-ခေါင်းဆောင်)။ မူရင်းကြည့်ပါ။	(jefe de los *damil̤a*) llamado *tennavaṁpallarāyara*. Véase el original.	(chief of the *damil̤a*) named *tennavaṁpallarāyara*. See the original.	Source note 'မူရင်းကြည့်ပါ' (see the original).
79514	tebhūmakadhammārammaṇa	(၁) ဘုံ ၃-ပါး၌-ဖြစ်-အကျုံးဝင်-ပါဝင်-သော တရားဟူသော အာရုံ၊ (က) ဘုံ ၃-ပါး၌ဖြစ်သော ဓမ္မာရုံထိုက်သော တရား။ (ခ) ဘုံ ၃-ပါး၌ဖြစ်သော ဓမ္မာယ-တနထိုက်သောတရား။ (တိ) (၂) ဘုံ ၃-ပါး၌-ဖြစ်-အကျုံးဝင်-ပါဝင်-သောတရား-လျှင် အာရုံရှိ-ကို အာရုံပြု-သော။	(1) el objeto que es un estado que surge / está comprendido / está incluido en los 3 *bhūmi*; (a) estado que surge en los 3 *bhūmi*, apto para ser *dhammārammaṇa*. (b) estado que surge en los 3 *bhūmi*, apto para ser *dhammāyatana*. (adjetivo) (2) que tiene como objeto / que toma como objeto un estado que surge / está comprendido / está incluido en los 3 *bhūmi*.	(1) the object that is a state arising / comprised / included in the 3 *bhūmi*; (a) state arising in the 3 *bhūmi*, fit to be *dhammārammaṇa*. (b) state arising in the 3 *bhūmi*, fit to be *dhammāyatana*. (adjective) (2) having as object / taking as object a state arising / comprised / included in the 3 *bhūmi*.	(1)(b) source splits ဓမ္မာယ-တန with a hyphen; read as the single word ဓမ္မာယတန.
79534	tebhūmikasucaritānubhāva	ဘုံ ၃-ပါး၌ဖြစ်သော သုစရိုတ် (ကောင်းသော အကျင့်)၏- အာနု-ဘော်-အစွမ်းသတ္တိ။	el poder / la potencia de la *sucarita* (buena conducta) que surge en los 3 *bhūmi*.	the power / the potency of *sucarita* (good conduct) arising in the 3 *bhūmi*.	Source splits အာနုဘော် as 'အာနု-ဘော်'; read as one word (ānubhāva) with အစွမ်းသတ္တိ as its alternative.
79558	temāsika	(က) ၃-လ-ရှိ-ရ-သော (ကိုယ်ဝန်)။ (ခ) (မွေးဖွားပြီးသည်မှစ၍) ၃-လရှိသော၊ ၃-လသားဖြစ်သော၊ သူ။ «S1» (ဂ) ၃-လပတ်လုံး ပေးလှူအပ်သော (လှူဖွယ်ဝတ္ထု)။ (ဃ) ၃-လတို့ဖြင့် ဖြစ်စေအပ်သော (အကျင့်)။ (င) ၃-လတို့ဖြင့် ပြီးဆုံးစေအပ်သော (အကျင့်)။ (စ) ၃-လတို့ဖြင့်-ပြီး-ပြည့်စုံ-သော (အကျင့်)။ (ဆ) ၃-လ၌ယှဉ်သော၊ ၃-လတွင် ၃-ပါးအပါအဝင်ဖြစ်သော။	(a) (embarazo) que tiene / ha alcanzado 3 meses. (b) que tiene 3 meses (desde su nacimiento); que es de 3 meses de edad (dicho de una persona). Véase también [[addhamāsika]]. (c) (objeto de ofrenda) ofrecido durante 3 meses. (d) (práctica) producida en 3 meses. (e) (práctica) llevada a término en 3 meses. (f) (práctica) acabada / completa en 3 meses. (g) relacionado con 3 meses; que se incluye entre los 3 en 3 meses.	(a) (pregnancy) having / having reached 3 months. (b) being 3 months old (from birth); a 3-month-old (said of a person). See also [[addhamāsika]]. (c) (object of offering) given for 3 months. (d) (practice) brought about in 3 months. (e) (practice) brought to completion in 3 months. (f) (practice) finished / complete in 3 months. (g) connected with 3 months; being included among the 3 in 3 months.	(g) ၃-လတွင် ၃-ပါးအပါအဝင်ဖြစ်သော is unclear (3 of what, within the 3 months?); rendered literally.
79583	temissatha	(ရေဖြင့်) စွတ်စိုကုန်လတ္တံ့။ «S1»	se humedecerán (con agua). Véase [[temati]].	will become moist (with water) (plural). See [[temati]].	Future rendered 3rd person plural per the rule; the Pāḷi ending -tha is 2nd person plural (you will become moist).
79584	temissāma	(ရေဖြင့်) စွတ်စိုကုန်လိမ့်အံ့။ «S1»	se humedecerán (con agua). Véase [[temati]].	will become moist (with water) (plural). See [[temati]].	Future rendered 3rd person plural (Burmese ကုန်လိမ့်အံ့ marks no person); the Pāḷi -āma is 1st person plural (we shall become moist).
79596	tememi	စွတ်စိုစေ၏။ «S1»	humedece. Véase [[temeti]] (1).	moistens. See [[temeti]] (1).	Burmese gives 3rd person (စွတ်စိုစေ၏); the Pāḷi ending -mi is 1st person singular (I moisten).
79626	tela	ဆီ၊ အစေး။ ဒေါင့်ကွင်းလည်းကြည့်ပါ။ (၁) နှမ်းဆီ။ (၂) မုန်ညင်းဆီ။ (၃) သစ်မည်စည် 'မယ်ဇယ်' ဆီ။ (၄) ကြက်ဆူဆီ။ (၅) သားဆီ၊ (က) ဝံ-ဝက်ဝံ-ဆီ။ (ခ) ငါးဆီ။ (ဂ) လင်းပိုင်-ငါးပူတင်း-ဆီ။ (ဃ) ဝက်ဆီ။ (င) မြည်း 'မြဲ' ဆီ။ (၆) သုတ်လိမ်းဆီ၊ (က) ကိုယ်-နယ်-လိမ်း-ဆီ။ (ခ) ဦးခေါင်းလိမ်းဆီ။ (ဂ) ခြေနယ်ဆီ။ (ဃ) အမာ-အနာ-လိမ်းဆီ။ (င) ဝင်ရိုးသုတ်လိမ်းဆီ။	aceite; sustancia viscosa. Véase también el corchete. (1) aceite de sésamo. (2) aceite de mostaza. (3) aceite del árbol ‹မယ်ဇယ်› (‹သစ်မည်စည်›). (4) aceite de ricino. (5) grasa animal; (a) grasa de oso / de oso. (b) aceite de pescado. (c) grasa de delfín / de marsopa. (d) grasa de cerdo. (e) grasa de asno ‘‹မြဲ›’. (6) aceite para untar; (a) aceite para untar / masajear / frotar el cuerpo. (b) aceite para untar la cabeza. (c) aceite para masajear los pies. (d) aceite para untar callosidades / llagas. (e) aceite para untar ejes.	oil; viscous substance. See also the square bracket. (1) sesame oil. (2) mustard oil. (3) oil of the ‹မယ်ဇယ်› tree (‹သစ်မည်စည်›). (4) castor oil. (5) animal fat; (a) bear fat / bear fat. (b) fish oil. (c) dolphin / porpoise fat. (d) pig fat. (e) donkey fat ‘‹မြဲ›’. (6) oil for anointing; (a) oil for anointing / massaging / rubbing the body. (b) oil for anointing the head. (c) oil for massaging the feet. (d) oil for anointing callouses / sores. (e) oil for greasing axles.	(3) tree မယ်ဇယ် / သစ်မည်စည် not identified, left in Burmese. (5a) ဝံ and ဝက်ဝံ are both 'bear', kept as two alternatives. (5e) 'မြဲ' appears to be a variant spelling of မြည်း 'donkey'. 'ဒေါင့်ကွင်းလည်းကြည့်ပါ' (see also the square bracket) is an editorial cross-reference, rendered literally.
79627	tela	(၁) ဆီ-ကဲ့သို့-နှင့်တူ-သော။ (၂) ဆီချက်ရုံ၊ ဆီချက်တဲ။ (ပု) (၃) တေလ-အမည်ရှိသော၊ သူ။ မူရင်းကြည့်ပါ။	(1) como / semejante al aceite. (2) cobertizo donde se cuece aceite; choza para cocer aceite. (masculino) (3) llamado *tela* (dicho de una persona). Véase el original.	(1) like / resembling oil. (2) shed where oil is boiled; hut for boiling oil. (masculine) (3) named *tela* (said of a person). See the original.	Source note 'မူရင်းကြည့်ပါ' (see the original).
79631	telakaṭāhagāthā	တေလကဋာဟ-အမည်ရှိသော ဂါထာကျမ်း။ မူရင်းကြည့်ပါ။	obra en estrofas llamada *telakaṭāha*. Véase el original.	verse treatise named *telakaṭāha*. See the original.	Source note 'မူရင်းကြည့်ပါ' (see the original).
79639	telakānitthera	တေလကာနိ-အမည်ရှိသော ထေရ်။ မူရင်းကြည့်ပါ။	el *thera* llamado *telakāni*. Véase el original.	the *thera* named *telakāni*. See the original.	Source note 'မူရင်းကြည့်ပါ' (see the original).
79645	telagāma	တေလဂါမ-အမည်ရှိသော (တူးမြောင်း)။ မူရင်းကြည့်ပါ။	(canal) llamado *telagāma*. Véase el original.	(canal) named *telagāma*. See the original.	Source note 'မူရင်းကြည့်ပါ' (see the original).
79669	telapakka	တေလပက္ကအမည်ရှိသော (ဆည်)။ မူရင်းကြည့်ပါ။	(presa) llamada *telapakka*. Véase el original.	(weir) named *telapakka*. See the original.	Source note 'မူရင်းကြည့်ပါ' (see the original).
79685	telapāna	ဆီ-အဖျော်-သောက်ဖွယ်။	aceite / bebida / lo que se ha de beber.	oil / drink / beverage.	Hyphenated ဆီ-အဖျော်-သောက်ဖွယ် read as alternatives; it may rather mean 'oil as a drink'.
79694	telabharita	ဆီးဖြင့်ပြည့်သော (ခွက်-စသည်)။	(cuenco y demás) lleno de aceite.	(bowl and so on) full of oil.	Source has ဆီး (jujube / urine), read as a misprint for ဆီ 'oil' per the headword.
79714	telavaṭṭa	ဆီမီးစား။	mecha de lámpara de aceite.	oil-lamp wick.	Source has ဆီမီးစား; read as ဆီမီးစာ 'lamp wick' (vaṭṭi).
79733	telumapāli	(သီဟိုဠ်ကျွန်းအနုရာဓမြို့နယ် အတွင်းရှိ) တေလုမပါလိ-အမည်ရှိသော (အရပ်)။ မူရင်းကြည့်ပါ။	(lugar) llamado *telumapāli* (situado en el distrito de la ciudad de *anurādha*, en la isla de *sīhaḷa*). Véase el original.	(place) named *telumapāli* (situated in the district of the city of *anurādha*, in the island of *sīhaḷa*). See the original.	Source note 'မူရင်းကြည့်ပါ' (see the original).
79734	tevācika	(က) (သရဏဂုံ ဆောက်တည်ကြောင်းဖြစ်သော) စကား 'ဝါကျ' ၃-ခွန်းရှိသော (သီတင်းသည်ဥပါသကာ)။ (ခ) (သံဃာကိုပန်ကြားဖိတ်ခော်ကြောင်းဖြစ်သော) စကား 'ဝါကျ' ၃-ခွန်းရှိသော။ (ဂ) ၃-ခွန်းသော စကား 'ဝါကျ'တို့ဖြင့် ပြုအပ်သော (ပဝါရဏာ-ကံ)။	(a) (*upāsakā* que observa los preceptos) que tiene 3 frases ‘*vākya*’ (que sirven para tomar el *saraṇagamana*). (b) que tiene 3 frases ‘*vākya*’ (que sirven para invitar al *saṅgha*). (c) (el *kamma* de *pavāraṇā*) hecho con 3 frases ‘*vākya*’.	(a) (*upāsakā* who keeps the precepts) having 3 sentences ‘*vākya*’ (serving to take the *saraṇagamana*). (b) having 3 sentences ‘*vākya*’ (serving to invite the *saṅgha*). (c) (the *pavāraṇā* *kamma*) done with 3 sentences ‘*vākya*’.	(c) ကံ here is the Saṅgha's formal act (pavāraṇākamma), kept as ⟦=kamma⟧.
79735	tevācikañatti	၃-ခွန်းသောစကား 'ဝါကျ'ရှိသော ပဝါရဏာကံကို သိစေကြောင်းဖြစ်သော (စကား)။	(palabras) que sirven para dar a conocer el *kamma* de *pavāraṇā* que tiene 3 frases ‘*vākya*’.	(words) serving to make known the *pavāraṇā* *kamma* that has 3 sentences ‘*vākya*’.	ကံ here is the Saṅgha's formal act (pavāraṇākamma), kept as ⟦=kamma⟧.
79737	tevācī	၃-ခွန်းသောစကား 'ဝါကျ'ရှိသော (ပဝါရဏာ-ကံ)။	(el *kamma* de *pavāraṇā*) que tiene 3 frases ‘*vākya*’.	(the *pavāraṇā* *kamma*) having 3 sentences ‘*vākya*’.	ကံ here is the Saṅgha's formal act (pavāraṇākamma), kept as ⟦=kamma⟧.
79739	tevijjaka	(၁) ဗေဒင် ၃-ပုံတတ် တေဝိဇ္ဇ-အမည်ခံဖြစ်သော၊ တေဝိဇ္ဇ-ဘွဲ့ထူးကို-ခံယူထား-မငဲ့-အလွဲသုံးစားပြု-သော၊ သူ။ (၂) ၃-ပါးသော ဗေဒင်ကျမ်းတို့၏ အပေါင်း။ (၃) ၃-ပါးသော ဗေဒင်ကျမ်းတို့၏ အနက်သဘောကို-ဟောပြကြောင်းဖြစ်-သိစေတတ်-သော (ဝေဒကျမ်း)။	(1) que lleva el nombre de *tevijja* por conocer los 3 Vedas; que ha adoptado / no respeta / usa indebidamente el título de *tevijja* (dicho de una persona). (2) el conjunto de los 3 tratados védicos. (3) (tratado védico) que expone / suele dar a conocer el significado de los 3 tratados védicos.	(1) bearing the name *tevijja* for knowing the 3 Vedas; who has taken on / disregards / misuses the title *tevijja* (said of a person). (2) the collection of the 3 Vedic treatises. (3) (Vedic treatise) that expounds / is apt to make known the meaning of the 3 Vedic treatises.	(1) hyphen chain ခံယူထား-မငဲ့-အလွဲသုံးစားပြု reads as a sequence (took the title, heedless, misusing it) rather than true alternatives; rendered as alternatives per rule 2.
79748	tevijjasutta	တေဝိဇ္ဇသုတ်၊ (က) ဗေဒင် ၃-ပုံတတ် တေဝိဇ္ဇ-အမည်ခံပုဏ္ဏားတို့သည် ဗြဟ္မာကို မမြင်ဖူးပဲလျက်,အဘယ်၌ ဗြဟ္မာရှိသည်-ဟု မသိပဲလျက် ဗြဟ္မာ့အထံသို့ သွားရောက်နိုင်သော အကျင့်လမ်းကြောင်းကို ဟောပြခြင်းသည် သူတစ်ပါးတို့ မတားမြစ် မကန့်ကွက်နိုင်သော ခိုင်မာပြည့်စုံသော စကားမဟုတ်-ဟု ဇနပဒကလျာဏီ ဥပမာ,နိဿေဏီ ဥပမာ,အစိရဝတိနဒီ ဥပမာတို့ဖြင့် ဝါသေဋ္ဌ,ဘာရဒွါရပုဏ္ဏားလုလင်တို့အား ဟောပြရာသုတ်။ (ခ) "၃-ပါးသော ဝိဇ္ဇာဉာဏ်တို့နှင့်ပြည့်စုံသူကိုသာ တေဝိဇ္ဇဗြာဟ္မဏ-မည်၏"ဟု ငါဘုရားဟောတော်မူသည်။ မူရင်းကြည့်ပါ။	el sutta *tevijja*; (a) el sutta en que se expone a los jóvenes brahmanes *vāseṭṭha* y *bhāradvāra*, con el símil *janapadakalyāṇī*, el símil *nisseṇī* y el símil *aciravatinadī*, que el que los brahmanes llamados *tevijja*, conocedores de los 3 Vedas, expongan el camino de práctica que puede llevar a la presencia de *brahmā*, sin haber visto nunca a *brahmā* y sin saber dónde está *brahmā*, no es una afirmación firme y completa que otros no puedan impedir ni rebatir. (b) «Solo a quien está dotado de los 3 conocimientos *vijjā* se le llama *tevijjabrāhmaṇa*», enseñó el Buddha. Véase el original.	the *tevijja* sutta; (a) the sutta in which it is taught to the young brahmins *vāseṭṭha* and *bhāradvāra*, with the *janapadakalyāṇī* simile, the *nisseṇī* simile and the *aciravatinadī* simile, that for the brahmins called *tevijja*, knowers of the 3 Vedas, to teach the path of practice able to lead to the presence of *brahmā*, without ever having seen *brahmā* and without knowing where *brahmā* is, is not a firm and complete statement that others cannot oppose or refute. (b) ‘Only one endowed with the 3 *vijjā* knowledges is called *tevijjabrāhmaṇa*,’ taught the Buddha. See the original.	Source note 'မူရင်းကြည့်ပါ' (see the original). The name ဘာရဒွါရ is copied as printed (expected ဘာရဒွါဇ, Bhāradvāja).
79783	to	-ဗျည်းနှင့် ဩ-သရ ယှဉ်တွဲပေါင်းစပ် ရွတ်ဆိုအပ်သော တော-သဒ္ဒါ။ မူရင်းကြည့်ပါ။	la palabra *to*, pronunciada combinando la consonante (…) con la vocal *o*. Véase el original.	the word *to*, pronounced by combining the consonant (…) with the vowel *o*. See the original.	Source note 'မူရင်းကြည့်ပါ' (see the original). The consonant before -ဗျည်း is missing in the source (presumably တ).
79792	todeyyagāma	တောဒေယျ-ပုဏ္ဏား၏ တုဒိ-အမည်ရှိသော ရွာ။ မူရင်းကြည့်ပါ။	la aldea llamada *tudi* del brahmán *todeyya*. Véase el original.	the village named *tudi* of the brahmin *todeyya*. See the original.	Source note 'မူရင်းကြည့်ပါ' (see the original).
79799	tondriya	တောန္ဒြိယ-အမည်ရှိသော (ဒမိဠခေါင်းဆောင် စစ်ဗိုလ်)။ မူရင်းကြည့်ပါ။	(jefe y general de los *damil̤a*) llamado *tondriya*. Véase el original.	(chief and general of the *damil̤a*) named *tondriya*. See the original.	Source note 'မူရင်းကြည့်ပါ' (see the original).
79800	tomara	(၁) (ဆင်၏ခြေတို့ကို ထိုးဆွကြောင်းဖြစ်သော) အရိုးတပ်သော-သံစူး-လှံမ-မှိန်း။ မူရင်းကြည့်ပါ။	(1) (que sirve para aguijonear las patas del elefante) púa de hierro / punta de lanza / venablo con mango. Véase el original.	(1) (serving to prod the elephant's feet) iron spike / spearhead / javelin with a handle. See the original.	Source note 'မူရင်းကြည့်ပါ' (see the original); only sense (1) is printed.
79803	tombalanāgapabbata	(သီဟိုဠ်ကျွန်း ရောဟဏဇနပုဒ်၌တည်ရှိသော) တောမ္ဗလနာဂ-အမည်ရှိသောတောင်။ မူရင်းကြည့်ပါ။	el monte llamado *tombalanāga* (situado en la región de *rohaṇa*, en la isla de *sīhaḷa*). Véase el original.	the mountain named *tombalanāga* (situated in the *rohaṇa* region of the island of *sīhaḷa*). See the original.	Source note 'မူရင်းကြည့်ပါ' (see the original).
79812	toyavāpī	တောယအမည်ရှိသော ရေကန်၊ တောယ-ရေကန်။ မူရင်းကြည့်ပါ။	el estanque llamado *toya*; el estanque *toya*. Véase el original.	the tank named *toya*; the *toya* tank. See the original.	Source note 'မူရင်းကြည့်ပါ' (see the original).
79814	toraṇa	(၁) တုရိုဏ်း၊ လေးကိုင်းသဏ္ဌာန်ပြုအပ်သော မုခ်ကုန်း၊ တောရဏူပပန္န-(၁)-လည်းကြည့်။ (က) ယင်း-ဖြင့် မှတ်အပ်သော တံခါး မုခ်ပြသာဒ်။ «S1» (ခ) ယင်း-ဖြင့် မှတ်အပ်သော-မြို့-ဝင်းခြံ-ဥယျာဉ်-တံခါး။ (ဂ) ယင်းဖြင့် မှတ်အပ်သော တံခါးပေါင်။ (ဃ) တံခါး ဝဲ,ယာ ၌ အလှစိုက်ထား အပ်သော မုခ်ကုန်းတင်သော တုရိုဏ်းတိုင်။ «S2» (၂) မြို့တွင်း၌ စိုက်ထားအပ်သော-တုရိုဏ်းတိုင်-တံခွန်တိုင်။ (၃) တုရိုဏ်း-မုခ်ကုန်း-နှင့်တူသော (စက်လက္ခဏာ)။ မူရင်းကြည့်ပါ။	(1) *toraṇa*; arco hecho en forma de arco de tiro; véase también *toraṇūpapanna* (1). (a) torre-portada de la puerta, caracterizada por él. Véase también [[toraṇūpapanna]] (2). (b) puerta de la ciudad / del recinto / del jardín, caracterizada por él. (c) marco de puerta caracterizado por él. (d) poste de *toraṇa* que sostiene un arco, plantado como adorno a izquierda y derecha de la puerta. Véase también [[toraṇamatthaka]]. (2) poste de *toraṇa* / poste de estandarte plantado dentro de la ciudad. (3) (marca de la rueda) semejante a un *toraṇa* / arco. Véase el original.	(1) *toraṇa*; arch made in the shape of a bow; see also *toraṇūpapanna* (1). (a) gate tower, marked by it. See also [[toraṇūpapanna]] (2). (b) gate of a city / enclosure / garden, marked by it. (c) door frame marked by it. (d) *toraṇa* post bearing an arch, planted as an ornament to the left and right of a gate. See also [[toraṇamatthaka]]. (2) *toraṇa* post / banner post planted within the city. (3) (wheel mark) resembling a *toraṇa* / arch. See the original.	Source note 'မူရင်းကြည့်ပါ' (see the original). Contains an unplaceholdered cross-reference (တောရဏူပပန္န-(၁)-လည်းကြည့်), rendered literally.
